
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run1
Fx Model      : WAV2VEC2_LARGE_XLSR
Clf Model     : CM_PROBING_LINEAR
Extract Mode  : gpu_memory
Dataset       : AESDD
Device        : gpu
Epochs        : 50
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job197
Job Id        : 31668543
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-04-06 16:06:09.591770

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer: 01  |  Train Loss: 1.974 | Train Acc: 20.47  |  Val Loss: 2.093 | Val Acc: 20.20  |  Test Loss: 1.998 | Tes Acc: 20.29
INFO >> Epoch: 1  |  Layer: 02  |  Train Loss: 1.637 | Train Acc: 30.20  |  Val Loss: 1.671 | Val Acc: 26.26  |  Test Loss: 1.579 | Tes Acc: 24.15
INFO >> Epoch: 1  |  Layer: 03  |  Train Loss: 1.623 | Train Acc: 24.16  |  Val Loss: 1.520 | Val Acc: 26.26  |  Test Loss: 1.503 | Tes Acc: 31.40
INFO >> Epoch: 1  |  Layer: 04  |  Train Loss: 1.627 | Train Acc: 28.19  |  Val Loss: 1.623 | Val Acc: 22.22  |  Test Loss: 1.495 | Tes Acc: 30.92
INFO >> Epoch: 1  |  Layer: 05  |  Train Loss: 1.642 | Train Acc: 24.50  |  Val Loss: 1.632 | Val Acc: 22.22  |  Test Loss: 1.527 | Tes Acc: 29.95
INFO >> Epoch: 1  |  Layer: 06  |  Train Loss: 1.617 | Train Acc: 25.50  |  Val Loss: 1.529 | Val Acc: 26.26  |  Test Loss: 1.546 | Tes Acc: 29.47
INFO >> Epoch: 1  |  Layer: 07  |  Train Loss: 1.721 | Train Acc: 25.17  |  Val Loss: 1.708 | Val Acc: 20.20  |  Test Loss: 1.565 | Tes Acc: 25.60
INFO >> Epoch: 1  |  Layer: 08  |  Train Loss: 1.694 | Train Acc: 24.16  |  Val Loss: 1.620 | Val Acc: 24.24  |  Test Loss: 1.591 | Tes Acc: 29.47
INFO >> Epoch: 1  |  Layer: 09  |  Train Loss: 1.651 | Train Acc: 26.51  |  Val Loss: 1.614 | Val Acc: 23.23  |  Test Loss: 1.528 | Tes Acc: 30.43
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.656 | Train Acc: 26.85  |  Val Loss: 1.581 | Val Acc: 36.36  |  Test Loss: 1.552 | Tes Acc: 28.50
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.614 | Train Acc: 27.85  |  Val Loss: 1.610 | Val Acc: 28.28  |  Test Loss: 1.563 | Tes Acc: 33.33
