
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run2
Fx Model      : WAV2VEC2_ASR_LARGE_960H
Clf Model     : CM_PROBING_LINEAR
Extract Mode  : gpu_memory
Dataset       : IEMOCAP
Device        : gpu
Epochs        : 30
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job71
Job Id        : 31668417
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-04-06 07:14:53.776515

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer: 01  |  Train Loss: 1.271 | Train Acc: 38.65  |  Val Loss: 1.134 | Val Acc: 45.88  |  Test Loss: 1.216 | Tes Acc: 42.25
INFO >> Epoch: 1  |  Layer: 02  |  Train Loss: 1.227 | Train Acc: 41.22  |  Val Loss: 1.081 | Val Acc: 45.48  |  Test Loss: 1.178 | Tes Acc: 45.01
INFO >> Epoch: 1  |  Layer: 03  |  Train Loss: 1.230 | Train Acc: 41.08  |  Val Loss: 1.089 | Val Acc: 45.48  |  Test Loss: 1.171 | Tes Acc: 44.21
INFO >> Epoch: 1  |  Layer: 04  |  Train Loss: 1.253 | Train Acc: 40.05  |  Val Loss: 1.104 | Val Acc: 45.18  |  Test Loss: 1.186 | Tes Acc: 43.67
INFO >> Epoch: 1  |  Layer: 05  |  Train Loss: 1.240 | Train Acc: 41.58  |  Val Loss: 1.089 | Val Acc: 44.98  |  Test Loss: 1.172 | Tes Acc: 44.30
INFO >> Epoch: 1  |  Layer: 06  |  Train Loss: 1.234 | Train Acc: 42.37  |  Val Loss: 1.083 | Val Acc: 45.38  |  Test Loss: 1.160 | Tes Acc: 43.32
INFO >> Epoch: 1  |  Layer: 07  |  Train Loss: 1.228 | Train Acc: 41.93  |  Val Loss: 1.094 | Val Acc: 45.28  |  Test Loss: 1.180 | Tes Acc: 43.76
INFO >> Epoch: 1  |  Layer: 08  |  Train Loss: 1.213 | Train Acc: 42.46  |  Val Loss: 1.060 | Val Acc: 46.89  |  Test Loss: 1.144 | Tes Acc: 45.99
INFO >> Epoch: 1  |  Layer: 09  |  Train Loss: 1.243 | Train Acc: 41.87  |  Val Loss: 1.079 | Val Acc: 44.98  |  Test Loss: 1.158 | Tes Acc: 43.58
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.237 | Train Acc: 42.25  |  Val Loss: 1.084 | Val Acc: 45.68  |  Test Loss: 1.156 | Tes Acc: 46.08
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.210 | Train Acc: 43.25  |  Val Loss: 1.073 | Val Acc: 44.98  |  Test Loss: 1.142 | Tes Acc: 43.49
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.246 | Train Acc: 42.54  |  Val Loss: 1.078 | Val Acc: 44.98  |  Test Loss: 1.137 | Tes Acc: 44.39
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 1.250 | Train Acc: 40.93  |  Val Loss: 1.092 | Val Acc: 44.88  |  Test Loss: 1.161 | Tes Acc: 43.67
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 1.247 | Train Acc: 41.58  |  Val Loss: 1.083 | Val Acc: 45.28  |  Test Loss: 1.146 | Tes Acc: 46.43
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 1.245 | Train Acc: 41.37  |  Val Loss: 1.076 | Val Acc: 45.08  |  Test Loss: 1.140 | Tes Acc: 44.12
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 1.240 | Train Acc: 42.34  |  Val Loss: 1.077 | Val Acc: 45.88  |  Test Loss: 1.131 | Tes Acc: 46.70
INFO >> Epoch: 1  |  Layer: 17  |  Train Loss: 1.263 | Train Acc: 41.69  |  Val Loss: 1.117 | Val Acc: 45.08  |  Test Loss: 1.174 | Tes Acc: 44.12
INFO >> Epoch: 1  |  Layer: 18  |  Train Loss: 1.254 | Train Acc: 42.40  |  Val Loss: 1.109 | Val Acc: 44.68  |  Test Loss: 1.174 | Tes Acc: 44.30
