,model,dataset,layers,center_of_gravity,expected_layer,differential_score,mixing_weight
11,WAV2VEC2_ASR_LARGE_960H,CaFE,25,11.303280711174011,3.8333322394127287,"[  8.11965764  -2.99145281  -2.77777761   7.69230723   6.19658381
   4.27350104 -14.10256177  11.96580976   6.83760941  -7.05128312
   5.34187853  -6.41025603   7.05128312   2.77777612  -0.21367371
  -1.49572492   1.06837451   3.41880322 -10.47008634   3.63247991
   5.98290563 -11.11111045   2.99145281   1.06837451]","[0.0229503  0.02721425 0.02917552 0.03079984 0.03813247 0.0493755
 0.05860806 0.0621532  0.06544881 0.0626699  0.05270429 0.04942147
 0.04643807 0.04212578 0.04634431 0.04861016 0.04412768 0.03145806
 0.02642382 0.02482872 0.02664504 0.02753414 0.02812751 0.02849663
 0.03018642]"
12,WAV2VEC2_BASE,CaFE,13,5.955066537484527,3.2222217573059653,"[ 4.27350402 -1.28205121 -4.27350402  3.20512801 12.39316314 -7.26495832
  5.55555522 -2.99145281 -1.92307681  4.27350551  1.28205121 -3.63247991]","[0.07781569 0.05490562 0.05778768 0.06606471 0.07628577 0.09748485
 0.11607806 0.1046214  0.10385852 0.08046915 0.06022283 0.04518184
 0.05922391]"
13,WAV2VEC2_LARGE,CaFE,25,12.812111652456224,4.936620068311252,"[ 5.55555522e+00  6.41025901e+00 -2.13676691e-01  6.62393272e+00
 -4.27350402e-01  4.91452813e+00  4.91453111e+00  1.92307532e+00
  8.54700804e-01 -1.49572492e+00 -6.41027093e-01 -1.06837451e+00
 -2.98023224e-06  2.56410539e+00 -3.84615362e+00 -2.13676691e-01
  5.98290563e+00 -2.56410241e+00  1.28205121e+00 -2.56410241e+00
  8.54700804e-01  2.13676691e-01  1.28205121e+00  0.00000000e+00]","[0.01982303 0.02287692 0.02106802 0.02054308 0.02350884 0.0297068
 0.03471036 0.04436343 0.04774161 0.04649331 0.04916652 0.05133198
 0.04575427 0.04749689 0.05643401 0.06218296 0.06015235 0.06250447
 0.0634953  0.05337346 0.03752489 0.02719143 0.02345137 0.01991267
 0.02919201]"
14,WAV2VEC2_LARGE_XLSR,CaFE,25,11.922282863408327,50.632652091116086,"[ 14.95726407   2.3504287   -0.6410256    4.27350253  -2.77777761
   3.20512801   4.91453111   2.99145281   2.99145281   2.13675201
  -4.05983031   0.8547008   -1.06837451   4.05983031  -2.3504287
   1.70940161  -1.06837749  -0.42734742   2.99144983   1.70940459
  -1.28205419 -52.99145132  -1.92307681  -1.49572641]","[0.04028243 0.04028331 0.04028301 0.04028216 0.0402821  0.04028233
 0.04028242 0.04028216 0.04028246 0.04028269 0.04028297 0.04028275
 0.04028264 0.04028271 0.04028265 0.04028233 0.0402828  0.04028256
 0.04028255 0.04028318 0.04028284 0.04028505 0.03792656 0.03792687
 0.03792644]"
15,WAV2VEC2_LARGE_XLSR300M,CaFE,25,13.139403089880943,0.11678846793269126,"[13.24786395  8.54700953 -0.21367669  7.05128014 -1.92307532  2.56410241
 -0.64102709  1.70940459 -3.84615362  7.47863054 -1.4957279   1.70940459
 -1.4957279  -3.41880322  4.27350402  0.21367371  0.21367669 -0.21367669
 -1.28205121  4.48718071  0.21367371 -1.49572492 -3.20512652 -3.2051295 ]","[0.02392157 0.02322664 0.0225795  0.02355428 0.02617223 0.02913708
 0.03343724 0.03302166 0.04055915 0.04669715 0.04880313 0.04280284
 0.04497418 0.0450025  0.04719444 0.04731413 0.05204743 0.05938504
 0.07463222 0.06596859 0.03998388 0.04930874 0.02789176 0.02565934
 0.02672525]"
16,HUBERT_ASR_LARGE,EMOVO,25,12.068721069023013,-0.20338953181746494,"[ 0.          5.6122452   1.78571343  0.51020384  2.29591876  0.51020384
  2.04081684  3.57142836 -4.84693944  4.33673561  2.55102068  2.29591876
 -6.12244904  2.55101919  4.08163369 -0.25510192 -0.25510192  4.33673412
 -1.2755096  -0.51020384 -2.29591876 -1.02040768  0.         -4.84693944]","[0.03503145 0.03573407 0.03798156 0.03999485 0.04049757 0.04066132
 0.04109886 0.04076679 0.04036325 0.04044726 0.04182163 0.04202136
 0.04199905 0.04136884 0.04121489 0.04049516 0.04068084 0.0407788
 0.04095117 0.04090092 0.0404969  0.03954557 0.03878071 0.03857443
 0.03779273]"
17,HUBERT_BASE,EMOVO,13,6.149946015328169,103.99976050912255,"[-4.59183678  0.51020458  3.06122527 -4.33673561  1.53061226  0.
  0.25510192  3.31632644 -1.53061226  6.88775554 -5.35714328  0.51020458]","[0.10331784 0.06011649 0.06530389 0.06916257 0.0695948  0.07163573
 0.07183793 0.07174812 0.07901457 0.08723804 0.08385181 0.08000426
 0.08717398]"
18,HUBERT_LARGE,EMOVO,25,12.355405012145638,3.2199979952809663,"[-5.10204062  7.6530613   3.57142687  1.27551109  1.78571343  1.78571641
  0.76530576 -1.78571492  4.08163369  0.25510043 -3.06122452  3.82653177
 -2.55102217  2.29591876 -0.51020384 -1.2755096   3.31632644 -1.78571343
 -2.04081833  4.84693944  0.51020533 -3.82653028 -3.57142985  2.29591727]","[0.03618133 0.03582242 0.03686138 0.03816582 0.0384746  0.03854608
 0.03902603 0.03876673 0.03833177 0.03922845 0.04171495 0.04229136
 0.04245787 0.04196822 0.04065132 0.03888594 0.03833192 0.03729773
 0.03789382 0.03885598 0.04055791 0.04221562 0.04302101 0.04905845
 0.04539331]"
19,WAV2VEC2_ASR_LARGE_960H,EMOVO,25,10.941370256245136,3.3409094409016347,"[ 0.          2.04081535 -0.51020384  3.06122601  1.2755096   0.76530725
 -1.27551109  2.8061226   2.55102068 -2.29591876  4.59183604 -2.29591727
  3.82653028  2.8061226  -1.78571492  1.53061301 -4.84693944  1.27551109
 -2.04081684  4.59183604 -3.31632495 -0.51020533 -0.25510192 -0.76530576]","[0.02623377 0.03603133 0.04089519 0.04447105 0.05474791 0.05536348
 0.05592193 0.05494137 0.05439435 0.05152245 0.04983448 0.04607246
 0.03975833 0.03669299 0.03668132 0.04172656 0.03692213 0.03098162
 0.02834664 0.02793924 0.02913987 0.02953366 0.02943271 0.0303544
 0.03206081]"
20,WAV2VEC2_BASE,EMOVO,13,5.923952665179968,4.5483877289183,"[ 2.29591802  0.7653065   0.          1.02040768  1.02040917  1.53061152
  1.2755096  -1.02040619 -3.06122527  4.59183529 -0.76530427  0.25510192]","[0.08990412 0.05689432 0.05908541 0.0684618  0.08439944 0.08966085
 0.09877806 0.0928793  0.09689476 0.07914454 0.06258025 0.05429028
 0.06702684]"
21,WAV2VEC2_LARGE,EMOVO,25,12.1896285796538,12.511627935409031,"[-0.51020458  1.02040768 -1.53061152 -0.7653065   2.80612335  2.8061226
  0.76530576 -3.31632644  3.31632644  2.8061226  -1.53061301  2.55102217
 -3.31632793  2.8061226  -0.25510192  0.25510192  2.8061226  -0.76530576
 -0.25510341 -1.2755096   2.55102068 -4.84693795  1.2755096   3.57142836]","[0.02631463 0.02945355 0.03310004 0.03084596 0.03901738 0.04160507
 0.04116065 0.04351008 0.04491398 0.04711729 0.04445746 0.04082338
 0.03969099 0.04276027 0.04632773 0.04691073 0.04798492 0.0486608
 0.05340185 0.05242034 0.04601815 0.03082625 0.0269828  0.02585948
 0.02983616]"
22,WAV2VEC2_LARGE_XLSR,EMOVO,25,11.891496943309903,39.333335729745784,"[  2.04081684   1.27551109  -1.02040917   0.51020384   1.78571492
  -0.51020533   6.37755245   2.29591876  -6.8877548    3.31632644
   0.76530576   1.02040768  -1.78571492  -1.2755096    0.25510341
  -2.29592025   4.59183753  -2.04081684  10.20408273  -9.18367356
   1.53061152 -14.54081684  -7.65306056   1.2755096 ]","[0.04039518 0.04038911 0.04039511 0.04039777 0.04039655 0.04039591
 0.04039585 0.04039523 0.04039314 0.04039384 0.04039265 0.04039237
 0.04039421 0.04039345 0.04039267 0.04039395 0.04039579 0.0403951
 0.04039611 0.04039763 0.04040029 0.04039785 0.03710294 0.03710237
 0.03710493]"
23,WAV2VEC2_LARGE_XLSR300M,EMOVO,25,12.609914360567927,6.863632700782874,"[-2.29591802 -0.51020384  4.33673412 -1.78571418  0.25510266 -1.02040842
  4.59183678 -0.51020384  2.29591876  0.76530576 -1.53061152  3.82652879
 -3.57142687 -0.76530725  3.82653177 -4.08163369  2.29591727  2.8061226
  0.76530725 -2.8061226   0.25510341  1.53061152 -6.88775629  3.82653028]","[0.02867972 0.03084926 0.03202468 0.03223249 0.03517451 0.03652328
 0.03744987 0.03797999 0.03984487 0.04242816 0.04210427 0.04164209
 0.04264774 0.04297986 0.04304988 0.04338335 0.04386542 0.04517717
 0.05211729 0.05396054 0.04509482 0.05127995 0.03359171 0.03230403
 0.03361505]"
24,HUBERT_ASR_LARGE,EmoDB,25,12.258921412751079,-4.021278114327613,"[19.04761791  5.95238209  5.95238209 -2.97619104  2.38095224  2.38095224
  1.78571343  0.         -2.38095522  1.19047761  1.78571343 -0.59523582
  3.57142985 -1.19047761  1.19047463  1.19047463 -1.19047463 -0.5952388
  1.78571641  1.19047463 -2.97618806 -3.57142985  0.5952388  -6.54762089]","[0.03390326 0.03432471 0.03634153 0.03792064 0.03870375 0.03920195
 0.03976685 0.03977395 0.03925395 0.03970941 0.04235726 0.04269693
 0.04342144 0.0424892  0.04204231 0.0407095  0.0407555  0.04089415
 0.04167909 0.04190145 0.04175136 0.04116082 0.04103869 0.03974796
 0.03845429]"
25,HUBERT_BASE,EmoDB,13,6.345500122755766,4.575000397413943,"[ 2.38095224  5.95238209  6.54761791 -1.78571343  1.78571343  4.76190448
 -0.59523582  1.78571045  2.38095522 -2.38095224 -1.19047761  4.16666865]","[0.09848057 0.05799561 0.06007844 0.06462425 0.06726079 0.06481785
 0.0749079  0.07249255 0.08161614 0.08317429 0.0904837  0.09170212
 0.09236575]"
26,HUBERT_LARGE,EmoDB,25,12.462901577353477,3.9833345655599937,"[13.0952388   4.76190448  8.92857015  1.78571343  0.          1.19047463
 -1.78571343  2.97619402  1.78571045 -1.78571343  2.97619104 -0.5952388
  0.5952388   0.         -1.19047463  1.19047463  1.19047761  0.59523582
  0.         -3.57142687  3.57142687 -1.19047463  2.38095224 -1.19047463]","[0.03581784 0.03577097 0.03626661 0.03726811 0.03753442 0.03817296
 0.03792872 0.03781868 0.03793034 0.03880552 0.04160934 0.04234342
 0.04230172 0.04116547 0.03986104 0.03858536 0.03769421 0.03847042
 0.03973309 0.04031665 0.04153141 0.04318336 0.04442663 0.04899281
 0.04647091]"
27,WAV2VEC2_ASR_LARGE_960H,EmoDB,25,11.526159174740314,2.035713436348047,"[-5.95238805e-01  5.35714328e+00  1.19047761e+00  2.97618806e+00
  5.35714328e+00  2.98023224e-06  5.95235825e-01  1.78571343e+00
  1.19047761e+00  1.78571343e+00  0.00000000e+00  1.19047761e+00
 -1.78571641e+00  1.19047761e+00  1.78571343e+00 -4.76190448e+00
  1.19047761e+00 -1.78571641e+00  4.16666567e+00 -1.19047463e+00
  0.00000000e+00 -5.95238805e-01 -2.97619104e+00  5.95238805e-01]","[0.02664963 0.02893777 0.03474341 0.03757274 0.04476845 0.04941202
 0.05292557 0.05345479 0.05050336 0.0483641  0.04769975 0.04667792
 0.04363989 0.03890227 0.04415096 0.0488119  0.04787814 0.03371549
 0.03215792 0.03088281 0.03067261 0.03131584 0.03183596 0.03245798
 0.03186866]"
28,WAV2VEC2_BASE,EmoDB,13,5.877381328493357,3.8260872404605983,"[ 1.78571641  2.97619104 -5.35714328  8.92857313  4.16666567  2.97619104
 -1.78571343 -0.59524179  1.19047761 -0.59523582  1.19047463 -1.19047463]","[0.08536322 0.05812691 0.06048931 0.06833713 0.07733877 0.09575714
 0.10792801 0.09930782 0.09639957 0.08127395 0.06174083 0.05291806
 0.05501931]"
