
--------------------------------------------------
Multilingual SER System v1.3
--------------------------------------------------
Run Name      : Run1
Fx Model      : HUBERT_LARGE
Clf Model     : PROBING
Extract Mode  : gpu_memory
Dataset       : AESDD
Device        : gpu
Epochs        : 20
Num Workers   : 2
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job5
Job Id        : 30721339
GPU           : Tesla V100-SXM2-16GB
GPU Count     : 1
GPU Memory    : 15.78 GB

Timestamp : 2023-03-03 09:39:37.850309

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer:  1  |  Train Loss: 1.857 | Train Acc: 16.78  |  Val Loss: 1.568 | Val Acc: 24.24  |  Test Loss: 1.644 | Tes Acc: 21.26
INFO >> Epoch: 1  |  Layer:  2  |  Train Loss: 1.748 | Train Acc: 26.85  |  Val Loss: 1.397 | Val Acc: 38.38  |  Test Loss: 1.491 | Tes Acc: 35.75
INFO >> Epoch: 1  |  Layer:  3  |  Train Loss: 1.868 | Train Acc: 21.14  |  Val Loss: 1.609 | Val Acc: 26.26  |  Test Loss: 1.536 | Tes Acc: 33.82
INFO >> Epoch: 1  |  Layer:  4  |  Train Loss: 1.920 | Train Acc: 19.80  |  Val Loss: 1.533 | Val Acc: 25.25  |  Test Loss: 1.574 | Tes Acc: 21.74
INFO >> Epoch: 1  |  Layer:  5  |  Train Loss: 1.798 | Train Acc: 26.17  |  Val Loss: 1.356 | Val Acc: 29.29  |  Test Loss: 1.677 | Tes Acc: 26.09
INFO >> Epoch: 1  |  Layer:  6  |  Train Loss: 1.877 | Train Acc: 23.49  |  Val Loss: 1.323 | Val Acc: 43.43  |  Test Loss: 1.732 | Tes Acc: 34.78
INFO >> Epoch: 1  |  Layer:  7  |  Train Loss: 2.017 | Train Acc: 21.81  |  Val Loss: 1.427 | Val Acc: 40.40  |  Test Loss: 1.530 | Tes Acc: 35.27
INFO >> Epoch: 1  |  Layer:  8  |  Train Loss: 2.020 | Train Acc: 21.14  |  Val Loss: 1.594 | Val Acc: 28.28  |  Test Loss: 1.671 | Tes Acc: 22.22
INFO >> Epoch: 1  |  Layer:  9  |  Train Loss: 2.001 | Train Acc: 22.82  |  Val Loss: 1.524 | Val Acc: 43.43  |  Test Loss: 1.467 | Tes Acc: 37.68
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.804 | Train Acc: 27.52  |  Val Loss: 1.242 | Val Acc: 46.46  |  Test Loss: 1.444 | Tes Acc: 48.79
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.830 | Train Acc: 32.55  |  Val Loss: 1.233 | Val Acc: 64.65  |  Test Loss: 1.341 | Tes Acc: 46.38
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.896 | Train Acc: 22.15  |  Val Loss: 1.236 | Val Acc: 50.51  |  Test Loss: 1.363 | Tes Acc: 38.65
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 2.202 | Train Acc: 20.13  |  Val Loss: 1.596 | Val Acc: 29.29  |  Test Loss: 1.631 | Tes Acc: 24.15
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 2.055 | Train Acc: 18.46  |  Val Loss: 1.421 | Val Acc: 44.44  |  Test Loss: 1.464 | Tes Acc: 34.30
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 2.120 | Train Acc: 18.79  |  Val Loss: 1.559 | Val Acc: 29.29  |  Test Loss: 1.539 | Tes Acc: 32.85
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 2.605 | Train Acc: 18.12  |  Val Loss: 1.472 | Val Acc: 30.30  |  Test Loss: 1.666 | Tes Acc: 27.05
INFO >> Epoch: 1  |  Layer: 17  |  Train Loss: 2.732 | Train Acc: 17.45  |  Val Loss: 1.671 | Val Acc: 34.34  |  Test Loss: 1.730 | Tes Acc: 28.99
INFO >> Epoch: 1  |  Layer: 18  |  Train Loss: 2.770 | Train Acc: 17.11  |  Val Loss: 1.564 | Val Acc: 40.40  |  Test Loss: 1.614 | Tes Acc: 32.37
INFO >> Epoch: 1  |  Layer: 19  |  Train Loss: 3.047 | Train Acc: 20.13  |  Val Loss: 1.858 | Val Acc: 28.28  |  Test Loss: 2.028 | Tes Acc: 23.67
INFO >> Epoch: 1  |  Layer: 20  |  Train Loss: 3.183 | Train Acc: 19.13  |  Val Loss: 1.679 | Val Acc: 16.16  |  Test Loss: 1.938 | Tes Acc: 18.84
INFO >> Epoch: 1  |  Layer: 21  |  Train Loss: 3.790 | Train Acc: 27.18  |  Val Loss: 2.011 | Val Acc: 28.28  |  Test Loss: 2.018 | Tes Acc: 25.60
INFO >> Epoch: 1  |  Layer: 22  |  Train Loss: 10.372 | Train Acc: 19.80  |  Val Loss: 5.354 | Val Acc: 23.23  |  Test Loss: 5.591 | Tes Acc: 18.36
INFO >> Epoch: 1  |  Layer: 23  |  Train Loss: 6.858 | Train Acc: 18.12  |  Val Loss: 1.814 | Val Acc: 25.25  |  Test Loss: 2.153 | Tes Acc: 27.54
INFO >> Epoch: 1  |  Layer: 24  |  Train Loss: 14.396 | Train Acc: 17.45  |  Val Loss: 5.176 | Val Acc: 21.21  |  Test Loss: 5.847 | Tes Acc: 20.77

INFO >> Epoch: 2  |  Layer:  1  |  Train Loss: 1.491 | Train Acc: 35.23  |  Val Loss: 1.483 | Val Acc: 45.45  |  Test Loss: 1.501 | Tes Acc: 30.92
INFO >> Epoch: 2  |  Layer:  2  |  Train Loss: 1.307 | Train Acc: 48.66  |  Val Loss: 1.444 | Val Acc: 38.38  |  Test Loss: 1.365 | Tes Acc: 49.76
INFO >> Epoch: 2  |  Layer:  3  |  Train Loss: 1.341 | Train Acc: 48.32  |  Val Loss: 1.492 | Val Acc: 35.35  |  Test Loss: 1.444 | Tes Acc: 38.65
INFO >> Epoch: 2  |  Layer:  4  |  Train Loss: 1.366 | Train Acc: 45.30  |  Val Loss: 1.282 | Val Acc: 52.53  |  Test Loss: 1.411 | Tes Acc: 42.03
INFO >> Epoch: 2  |  Layer:  5  |  Train Loss: 1.327 | Train Acc: 47.99  |  Val Loss: 1.405 | Val Acc: 50.51  |  Test Loss: 1.439 | Tes Acc: 43.00
INFO >> Epoch: 2  |  Layer:  6  |  Train Loss: 1.422 | Train Acc: 48.32  |  Val Loss: 1.304 | Val Acc: 53.54  |  Test Loss: 1.395 | Tes Acc: 43.00
INFO >> Epoch: 2  |  Layer:  7  |  Train Loss: 1.354 | Train Acc: 42.62  |  Val Loss: 1.361 | Val Acc: 41.41  |  Test Loss: 1.387 | Tes Acc: 43.00
INFO >> Epoch: 2  |  Layer:  8  |  Train Loss: 1.390 | Train Acc: 45.97  |  Val Loss: 1.371 | Val Acc: 52.53  |  Test Loss: 1.362 | Tes Acc: 53.14
INFO >> Epoch: 2  |  Layer:  9  |  Train Loss: 1.356 | Train Acc: 38.93  |  Val Loss: 1.564 | Val Acc: 37.37  |  Test Loss: 1.455 | Tes Acc: 41.06
INFO >> Epoch: 2  |  Layer: 10  |  Train Loss: 1.262 | Train Acc: 47.65  |  Val Loss: 1.243 | Val Acc: 49.49  |  Test Loss: 1.229 | Tes Acc: 57.00
INFO >> Epoch: 2  |  Layer: 11  |  Train Loss: 1.225 | Train Acc: 52.68  |  Val Loss: 1.109 | Val Acc: 60.61  |  Test Loss: 1.191 | Tes Acc: 57.97
INFO >> Epoch: 2  |  Layer: 12  |  Train Loss: 1.214 | Train Acc: 52.01  |  Val Loss: 1.197 | Val Acc: 59.60  |  Test Loss: 1.251 | Tes Acc: 51.69
INFO >> Epoch: 2  |  Layer: 13  |  Train Loss: 1.442 | Train Acc: 36.91  |  Val Loss: 1.577 | Val Acc: 52.53  |  Test Loss: 1.444 | Tes Acc: 41.06
INFO >> Epoch: 2  |  Layer: 14  |  Train Loss: 1.377 | Train Acc: 37.25  |  Val Loss: 1.299 | Val Acc: 48.48  |  Test Loss: 1.341 | Tes Acc: 43.48
INFO >> Epoch: 2  |  Layer: 15  |  Train Loss: 1.407 | Train Acc: 38.93  |  Val Loss: 1.443 | Val Acc: 41.41  |  Test Loss: 1.387 | Tes Acc: 44.93
INFO >> Epoch: 2  |  Layer: 16  |  Train Loss: 1.593 | Train Acc: 30.20  |  Val Loss: 1.426 | Val Acc: 39.39  |  Test Loss: 1.539 | Tes Acc: 32.85
INFO >> Epoch: 2  |  Layer: 17  |  Train Loss: 1.567 | Train Acc: 30.87  |  Val Loss: 1.494 | Val Acc: 44.44  |  Test Loss: 1.435 | Tes Acc: 37.68
INFO >> Epoch: 2  |  Layer: 18  |  Train Loss: 1.544 | Train Acc: 32.55  |  Val Loss: 1.446 | Val Acc: 37.37  |  Test Loss: 1.479 | Tes Acc: 26.57
INFO >> Epoch: 2  |  Layer: 19  |  Train Loss: 1.699 | Train Acc: 32.21  |  Val Loss: 1.819 | Val Acc: 33.33  |  Test Loss: 1.698 | Tes Acc: 32.85
INFO >> Epoch: 2  |  Layer: 20  |  Train Loss: 1.733 | Train Acc: 31.21  |  Val Loss: 1.460 | Val Acc: 36.36  |  Test Loss: 1.483 | Tes Acc: 28.99
INFO >> Epoch: 2  |  Layer: 21  |  Train Loss: 1.841 | Train Acc: 30.20  |  Val Loss: 1.578 | Val Acc: 35.35  |  Test Loss: 1.695 | Tes Acc: 32.37
