
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run3
Fx Model      : HUBERT_ASR_LARGE
Clf Model     : PROBING_DENSE
Extract Mode  : gpu_memory
Dataset       : CaFE
Device        : gpu
Epochs        : 30
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job102
Job Id        : 31168423
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-03-19 23:08:59.822018

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer:  1  |  Train Loss: 1.971 | Train Acc: 17.95  |  Val Loss: 1.917 | Val Acc: 21.15  |  Test Loss: 1.923 | Tes Acc: 17.95
INFO >> Epoch: 1  |  Layer:  2  |  Train Loss: 1.947 | Train Acc: 19.78  |  Val Loss: 1.821 | Val Acc: 29.49  |  Test Loss: 1.850 | Tes Acc: 24.36
INFO >> Epoch: 1  |  Layer:  3  |  Train Loss: 1.940 | Train Acc: 19.05  |  Val Loss: 1.808 | Val Acc: 28.21  |  Test Loss: 1.824 | Tes Acc: 26.07
INFO >> Epoch: 1  |  Layer:  4  |  Train Loss: 1.914 | Train Acc: 21.61  |  Val Loss: 1.756 | Val Acc: 32.05  |  Test Loss: 1.792 | Tes Acc: 32.05
INFO >> Epoch: 1  |  Layer:  5  |  Train Loss: 1.929 | Train Acc: 20.70  |  Val Loss: 1.746 | Val Acc: 35.90  |  Test Loss: 1.779 | Tes Acc: 33.76
INFO >> Epoch: 1  |  Layer:  6  |  Train Loss: 1.946 | Train Acc: 20.33  |  Val Loss: 1.771 | Val Acc: 30.13  |  Test Loss: 1.773 | Tes Acc: 32.48
INFO >> Epoch: 1  |  Layer:  7  |  Train Loss: 1.931 | Train Acc: 19.78  |  Val Loss: 1.759 | Val Acc: 29.49  |  Test Loss: 1.753 | Tes Acc: 36.75
INFO >> Epoch: 1  |  Layer:  8  |  Train Loss: 1.938 | Train Acc: 21.06  |  Val Loss: 1.741 | Val Acc: 30.77  |  Test Loss: 1.735 | Tes Acc: 36.32
INFO >> Epoch: 1  |  Layer:  9  |  Train Loss: 1.941 | Train Acc: 21.06  |  Val Loss: 1.775 | Val Acc: 30.13  |  Test Loss: 1.768 | Tes Acc: 36.32
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.945 | Train Acc: 20.70  |  Val Loss: 1.797 | Val Acc: 31.41  |  Test Loss: 1.782 | Tes Acc: 34.19
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.947 | Train Acc: 21.61  |  Val Loss: 1.765 | Val Acc: 37.82  |  Test Loss: 1.759 | Tes Acc: 39.74
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.962 | Train Acc: 22.34  |  Val Loss: 1.788 | Val Acc: 37.18  |  Test Loss: 1.770 | Tes Acc: 38.46
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 1.972 | Train Acc: 23.44  |  Val Loss: 1.771 | Val Acc: 32.69  |  Test Loss: 1.754 | Tes Acc: 29.91
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 2.001 | Train Acc: 22.71  |  Val Loss: 1.783 | Val Acc: 39.10  |  Test Loss: 1.769 | Tes Acc: 32.48
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 2.028 | Train Acc: 21.25  |  Val Loss: 1.823 | Val Acc: 40.38  |  Test Loss: 1.811 | Tes Acc: 35.47
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 2.072 | Train Acc: 19.05  |  Val Loss: 1.860 | Val Acc: 39.74  |  Test Loss: 1.844 | Tes Acc: 38.46
INFO >> Epoch: 1  |  Layer: 17  |  Train Loss: 2.092 | Train Acc: 19.78  |  Val Loss: 1.865 | Val Acc: 35.90  |  Test Loss: 1.853 | Tes Acc: 36.75
INFO >> Epoch: 1  |  Layer: 18  |  Train Loss: 2.152 | Train Acc: 17.95  |  Val Loss: 1.871 | Val Acc: 30.77  |  Test Loss: 1.860 | Tes Acc: 36.75
INFO >> Epoch: 1  |  Layer: 19  |  Train Loss: 2.163 | Train Acc: 19.05  |  Val Loss: 1.854 | Val Acc: 24.36  |  Test Loss: 1.848 | Tes Acc: 23.08
INFO >> Epoch: 1  |  Layer: 20  |  Train Loss: 2.229 | Train Acc: 17.95  |  Val Loss: 1.864 | Val Acc: 18.59  |  Test Loss: 1.855 | Tes Acc: 26.50
INFO >> Epoch: 1  |  Layer: 21  |  Train Loss: 2.275 | Train Acc: 15.20  |  Val Loss: 1.871 | Val Acc: 23.72  |  Test Loss: 1.866 | Tes Acc: 25.64
INFO >> Epoch: 1  |  Layer: 22  |  Train Loss: 2.688 | Train Acc: 16.85  |  Val Loss: 1.986 | Val Acc: 17.31  |  Test Loss: 1.967 | Tes Acc: 18.80
INFO >> Epoch: 1  |  Layer: 23  |  Train Loss: 3.564 | Train Acc: 17.40  |  Val Loss: 2.143 | Val Acc: 8.33  |  Test Loss: 2.129 | Tes Acc: 13.25
INFO >> Epoch: 1  |  Layer: 24  |  Train Loss: 8.395 | Train Acc: 15.57  |  Val Loss: 2.483 | Val Acc: 15.38  |  Test Loss: 2.436 | Tes Acc: 15.38
INFO >> Epoch: 1  |  Layer: 25  |  Train Loss: 12.261 | Train Acc: 17.95  |  Val Loss: 3.407 | Val Acc: 17.95  |  Test Loss: 3.558 | Tes Acc: 14.10

INFO >> Epoch: 2  |  Layer:  1  |  Train Loss: 1.897 | Train Acc: 18.50  |  Val Loss: 1.846 | Val Acc: 23.08  |  Test Loss: 1.885 | Tes Acc: 20.94
INFO >> Epoch: 2  |  Layer:  2  |  Train Loss: 1.838 | Train Acc: 26.19  |  Val Loss: 1.721 | Val Acc: 23.72  |  Test Loss: 1.785 | Tes Acc: 21.79
INFO >> Epoch: 2  |  Layer:  3  |  Train Loss: 1.757 | Train Acc: 30.77  |  Val Loss: 1.626 | Val Acc: 29.49  |  Test Loss: 1.646 | Tes Acc: 31.20
INFO >> Epoch: 2  |  Layer:  4  |  Train Loss: 1.689 | Train Acc: 33.52  |  Val Loss: 1.523 | Val Acc: 35.26  |  Test Loss: 1.530 | Tes Acc: 41.88
INFO >> Epoch: 2  |  Layer:  5  |  Train Loss: 1.643 | Train Acc: 38.28  |  Val Loss: 1.526 | Val Acc: 34.62  |  Test Loss: 1.499 | Tes Acc: 39.74
INFO >> Epoch: 2  |  Layer:  6  |  Train Loss: 1.626 | Train Acc: 39.19  |  Val Loss: 1.412 | Val Acc: 48.72  |  Test Loss: 1.408 | Tes Acc: 48.72
INFO >> Epoch: 2  |  Layer:  7  |  Train Loss: 1.579 | Train Acc: 39.56  |  Val Loss: 1.372 | Val Acc: 48.08  |  Test Loss: 1.303 | Tes Acc: 56.41
INFO >> Epoch: 2  |  Layer:  8  |  Train Loss: 1.531 | Train Acc: 41.76  |  Val Loss: 1.315 | Val Acc: 51.92  |  Test Loss: 1.191 | Tes Acc: 63.25
INFO >> Epoch: 2  |  Layer:  9  |  Train Loss: 1.612 | Train Acc: 39.74  |  Val Loss: 1.442 | Val Acc: 46.79  |  Test Loss: 1.344 | Tes Acc: 50.43
INFO >> Epoch: 2  |  Layer: 10  |  Train Loss: 1.628 | Train Acc: 38.83  |  Val Loss: 1.468 | Val Acc: 46.15  |  Test Loss: 1.383 | Tes Acc: 49.15
INFO >> Epoch: 2  |  Layer: 11  |  Train Loss: 1.572 | Train Acc: 41.03  |  Val Loss: 1.492 | Val Acc: 42.95  |  Test Loss: 1.386 | Tes Acc: 49.57
INFO >> Epoch: 2  |  Layer: 12  |  Train Loss: 1.562 | Train Acc: 41.58  |  Val Loss: 1.465 | Val Acc: 43.59  |  Test Loss: 1.354 | Tes Acc: 46.15
INFO >> Epoch: 2  |  Layer: 13  |  Train Loss: 1.573 | Train Acc: 41.76  |  Val Loss: 1.400 | Val Acc: 53.21  |  Test Loss: 1.327 | Tes Acc: 52.99
INFO >> Epoch: 2  |  Layer: 14  |  Train Loss: 1.631 | Train Acc: 38.64  |  Val Loss: 1.485 | Val Acc: 48.08  |  Test Loss: 1.417 | Tes Acc: 44.87
INFO >> Epoch: 2  |  Layer: 15  |  Train Loss: 1.699 | Train Acc: 36.63  |  Val Loss: 1.591 | Val Acc: 41.03  |  Test Loss: 1.529 | Tes Acc: 43.16
INFO >> Epoch: 2  |  Layer: 16  |  Train Loss: 1.798 | Train Acc: 34.25  |  Val Loss: 1.676 | Val Acc: 32.69  |  Test Loss: 1.634 | Tes Acc: 36.75
INFO >> Epoch: 2  |  Layer: 17  |  Train Loss: 1.824 | Train Acc: 31.32  |  Val Loss: 1.714 | Val Acc: 34.62  |  Test Loss: 1.687 | Tes Acc: 33.76
