
--------------------------------------------------
Multilingual SER System v1.4
--------------------------------------------------
Run Name      : Run3
Fx Model      : WAV2VEC2_LARGE
Clf Model     : PROBING
Extract Mode  : gpu_memory
Dataset       : AESDD
Device        : gpu
Epochs        : 30
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job317
Job Id        : 30913096
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-03-11 11:31:46.729281

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer:  1  |  Train Loss: 1.605 | Train Acc: 16.78  |  Val Loss: 1.586 | Val Acc: 30.30  |  Test Loss: 1.589 | Tes Acc: 22.71
INFO >> Epoch: 1  |  Layer:  2  |  Train Loss: 1.608 | Train Acc: 23.49  |  Val Loss: 1.589 | Val Acc: 27.27  |  Test Loss: 1.589 | Tes Acc: 24.64
INFO >> Epoch: 1  |  Layer:  3  |  Train Loss: 1.598 | Train Acc: 24.83  |  Val Loss: 1.577 | Val Acc: 42.42  |  Test Loss: 1.571 | Tes Acc: 42.03
INFO >> Epoch: 1  |  Layer:  4  |  Train Loss: 1.603 | Train Acc: 21.81  |  Val Loss: 1.573 | Val Acc: 41.41  |  Test Loss: 1.578 | Tes Acc: 36.23
INFO >> Epoch: 1  |  Layer:  5  |  Train Loss: 1.592 | Train Acc: 24.50  |  Val Loss: 1.563 | Val Acc: 39.39  |  Test Loss: 1.566 | Tes Acc: 35.27
INFO >> Epoch: 1  |  Layer:  6  |  Train Loss: 1.590 | Train Acc: 19.80  |  Val Loss: 1.555 | Val Acc: 31.31  |  Test Loss: 1.555 | Tes Acc: 33.33
INFO >> Epoch: 1  |  Layer:  7  |  Train Loss: 1.590 | Train Acc: 21.81  |  Val Loss: 1.560 | Val Acc: 48.48  |  Test Loss: 1.547 | Tes Acc: 41.06
INFO >> Epoch: 1  |  Layer:  8  |  Train Loss: 1.593 | Train Acc: 22.48  |  Val Loss: 1.555 | Val Acc: 47.47  |  Test Loss: 1.551 | Tes Acc: 35.27
INFO >> Epoch: 1  |  Layer:  9  |  Train Loss: 1.585 | Train Acc: 26.17  |  Val Loss: 1.559 | Val Acc: 59.60  |  Test Loss: 1.537 | Tes Acc: 46.38
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.583 | Train Acc: 25.17  |  Val Loss: 1.553 | Val Acc: 53.54  |  Test Loss: 1.533 | Tes Acc: 48.31
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.586 | Train Acc: 24.16  |  Val Loss: 1.557 | Val Acc: 50.51  |  Test Loss: 1.546 | Tes Acc: 42.03
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.588 | Train Acc: 24.16  |  Val Loss: 1.558 | Val Acc: 57.58  |  Test Loss: 1.550 | Tes Acc: 44.44
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 1.592 | Train Acc: 24.83  |  Val Loss: 1.569 | Val Acc: 48.48  |  Test Loss: 1.549 | Tes Acc: 40.58
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 1.582 | Train Acc: 25.17  |  Val Loss: 1.559 | Val Acc: 46.46  |  Test Loss: 1.536 | Tes Acc: 44.44
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 1.587 | Train Acc: 23.49  |  Val Loss: 1.555 | Val Acc: 50.51  |  Test Loss: 1.540 | Tes Acc: 46.86
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 1.580 | Train Acc: 23.83  |  Val Loss: 1.555 | Val Acc: 53.54  |  Test Loss: 1.544 | Tes Acc: 35.75
INFO >> Epoch: 1  |  Layer: 17  |  Train Loss: 1.576 | Train Acc: 25.17  |  Val Loss: 1.561 | Val Acc: 45.45  |  Test Loss: 1.536 | Tes Acc: 40.10
INFO >> Epoch: 1  |  Layer: 18  |  Train Loss: 1.582 | Train Acc: 21.81  |  Val Loss: 1.552 | Val Acc: 43.43  |  Test Loss: 1.540 | Tes Acc: 43.48
INFO >> Epoch: 1  |  Layer: 19  |  Train Loss: 1.562 | Train Acc: 25.50  |  Val Loss: 1.551 | Val Acc: 47.47  |  Test Loss: 1.518 | Tes Acc: 39.61
INFO >> Epoch: 1  |  Layer: 20  |  Train Loss: 1.562 | Train Acc: 26.17  |  Val Loss: 1.537 | Val Acc: 51.52  |  Test Loss: 1.520 | Tes Acc: 40.58
INFO >> Epoch: 1  |  Layer: 21  |  Train Loss: 1.567 | Train Acc: 24.50  |  Val Loss: 1.562 | Val Acc: 47.47  |  Test Loss: 1.540 | Tes Acc: 46.38
INFO >> Epoch: 1  |  Layer: 22  |  Train Loss: 1.578 | Train Acc: 21.81  |  Val Loss: 1.590 | Val Acc: 28.28  |  Test Loss: 1.549 | Tes Acc: 37.20
INFO >> Epoch: 1  |  Layer: 23  |  Train Loss: 1.595 | Train Acc: 20.81  |  Val Loss: 1.609 | Val Acc: 26.26  |  Test Loss: 1.575 | Tes Acc: 36.71
INFO >> Epoch: 1  |  Layer: 24  |  Train Loss: 1.608 | Train Acc: 14.43  |  Val Loss: 1.609 | Val Acc: 18.18  |  Test Loss: 1.600 | Tes Acc: 18.36
INFO >> Epoch: 1  |  Layer: 25  |  Train Loss: 1.629 | Train Acc: 17.11  |  Val Loss: 1.631 | Val Acc: 21.21  |  Test Loss: 1.599 | Tes Acc: 22.22

INFO >> Epoch: 2  |  Layer:  1  |  Train Loss: 1.558 | Train Acc: 27.18  |  Val Loss: 1.602 | Val Acc: 40.40  |  Test Loss: 1.572 | Tes Acc: 26.09
INFO >> Epoch: 2  |  Layer:  2  |  Train Loss: 1.529 | Train Acc: 39.60  |  Val Loss: 1.559 | Val Acc: 41.41  |  Test Loss: 1.573 | Tes Acc: 23.67
INFO >> Epoch: 2  |  Layer:  3  |  Train Loss: 1.510 | Train Acc: 36.91  |  Val Loss: 1.543 | Val Acc: 52.53  |  Test Loss: 1.541 | Tes Acc: 29.47
INFO >> Epoch: 2  |  Layer:  4  |  Train Loss: 1.513 | Train Acc: 40.60  |  Val Loss: 1.536 | Val Acc: 49.49  |  Test Loss: 1.542 | Tes Acc: 29.95
INFO >> Epoch: 2  |  Layer:  5  |  Train Loss: 1.494 | Train Acc: 45.30  |  Val Loss: 1.514 | Val Acc: 56.57  |  Test Loss: 1.521 | Tes Acc: 36.71
INFO >> Epoch: 2  |  Layer:  6  |  Train Loss: 1.473 | Train Acc: 53.69  |  Val Loss: 1.497 | Val Acc: 48.48  |  Test Loss: 1.494 | Tes Acc: 42.03
INFO >> Epoch: 2  |  Layer:  7  |  Train Loss: 1.457 | Train Acc: 60.40  |  Val Loss: 1.487 | Val Acc: 56.57  |  Test Loss: 1.478 | Tes Acc: 38.16
INFO >> Epoch: 2  |  Layer:  8  |  Train Loss: 1.476 | Train Acc: 45.30  |  Val Loss: 1.495 | Val Acc: 58.59  |  Test Loss: 1.487 | Tes Acc: 37.68
INFO >> Epoch: 2  |  Layer:  9  |  Train Loss: 1.451 | Train Acc: 48.66  |  Val Loss: 1.489 | Val Acc: 65.66  |  Test Loss: 1.463 | Tes Acc: 45.89
INFO >> Epoch: 2  |  Layer: 10  |  Train Loss: 1.445 | Train Acc: 42.28  |  Val Loss: 1.486 | Val Acc: 58.59  |  Test Loss: 1.453 | Tes Acc: 47.34
INFO >> Epoch: 2  |  Layer: 11  |  Train Loss: 1.470 | Train Acc: 39.26  |  Val Loss: 1.493 | Val Acc: 66.67  |  Test Loss: 1.480 | Tes Acc: 45.89
