
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run1
Fx Model      : HUBERT_LARGE
Clf Model     : CM_PROBING_LINEAR
Extract Mode  : gpu_memory
Dataset       : EMOVO
Device        : gpu
Epochs        : 30
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job22
Job Id        : 31668368
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-04-06 01:49:37.891978

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer: 01  |  Train Loss: 2.032 | Train Acc: 16.33  |  Val Loss: 1.944 | Val Acc: 14.29  |  Test Loss: 2.079 | Tes Acc: 14.29
INFO >> Epoch: 1  |  Layer: 02  |  Train Loss: 2.026 | Train Acc: 18.03  |  Val Loss: 2.045 | Val Acc: 15.31  |  Test Loss: 2.057 | Tes Acc: 17.86
INFO >> Epoch: 1  |  Layer: 03  |  Train Loss: 2.029 | Train Acc: 14.29  |  Val Loss: 1.954 | Val Acc: 23.47  |  Test Loss: 1.974 | Tes Acc: 17.35
INFO >> Epoch: 1  |  Layer: 04  |  Train Loss: 2.055 | Train Acc: 16.33  |  Val Loss: 2.082 | Val Acc: 27.55  |  Test Loss: 2.016 | Tes Acc: 20.92
INFO >> Epoch: 1  |  Layer: 05  |  Train Loss: 2.008 | Train Acc: 16.67  |  Val Loss: 2.102 | Val Acc: 26.53  |  Test Loss: 1.993 | Tes Acc: 26.53
INFO >> Epoch: 1  |  Layer: 06  |  Train Loss: 1.992 | Train Acc: 18.37  |  Val Loss: 1.891 | Val Acc: 18.37  |  Test Loss: 1.932 | Tes Acc: 18.37
INFO >> Epoch: 1  |  Layer: 07  |  Train Loss: 2.055 | Train Acc: 18.03  |  Val Loss: 2.166 | Val Acc: 16.33  |  Test Loss: 1.989 | Tes Acc: 22.45
INFO >> Epoch: 1  |  Layer: 08  |  Train Loss: 2.048 | Train Acc: 14.63  |  Val Loss: 1.993 | Val Acc: 15.31  |  Test Loss: 1.938 | Tes Acc: 14.80
INFO >> Epoch: 1  |  Layer: 09  |  Train Loss: 2.031 | Train Acc: 17.01  |  Val Loss: 2.005 | Val Acc: 26.53  |  Test Loss: 1.881 | Tes Acc: 20.92
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 2.115 | Train Acc: 13.61  |  Val Loss: 2.014 | Val Acc: 16.33  |  Test Loss: 1.991 | Tes Acc: 16.84
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 2.079 | Train Acc: 19.73  |  Val Loss: 2.153 | Val Acc: 19.39  |  Test Loss: 2.029 | Tes Acc: 16.33
