
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run2
Fx Model      : WAV2VEC2_LARGE_XLSR300M
Clf Model     : CM_PROBING_LINEAR
Extract Mode  : gpu_memory
Dataset       : CaFE
Device        : gpu
Epochs        : 50
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job214
Job Id        : 31668560
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-04-06 17:57:42.936096

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer: 01  |  Train Loss: 2.014 | Train Acc: 15.93  |  Val Loss: 1.893 | Val Acc: 19.23  |  Test Loss: 1.912 | Tes Acc: 20.51
INFO >> Epoch: 1  |  Layer: 02  |  Train Loss: 1.948 | Train Acc: 19.78  |  Val Loss: 1.845 | Val Acc: 25.64  |  Test Loss: 1.860 | Tes Acc: 26.07
INFO >> Epoch: 1  |  Layer: 03  |  Train Loss: 1.930 | Train Acc: 18.13  |  Val Loss: 1.851 | Val Acc: 23.72  |  Test Loss: 1.856 | Tes Acc: 22.65
INFO >> Epoch: 1  |  Layer: 04  |  Train Loss: 1.947 | Train Acc: 19.41  |  Val Loss: 1.820 | Val Acc: 26.92  |  Test Loss: 1.845 | Tes Acc: 25.64
INFO >> Epoch: 1  |  Layer: 05  |  Train Loss: 1.932 | Train Acc: 19.05  |  Val Loss: 1.833 | Val Acc: 28.21  |  Test Loss: 1.845 | Tes Acc: 24.36
INFO >> Epoch: 1  |  Layer: 06  |  Train Loss: 1.969 | Train Acc: 15.02  |  Val Loss: 1.876 | Val Acc: 27.56  |  Test Loss: 1.892 | Tes Acc: 26.50
INFO >> Epoch: 1  |  Layer: 07  |  Train Loss: 1.967 | Train Acc: 19.41  |  Val Loss: 1.819 | Val Acc: 32.05  |  Test Loss: 1.829 | Tes Acc: 25.21
INFO >> Epoch: 1  |  Layer: 08  |  Train Loss: 1.958 | Train Acc: 18.13  |  Val Loss: 1.831 | Val Acc: 30.13  |  Test Loss: 1.866 | Tes Acc: 22.22
INFO >> Epoch: 1  |  Layer: 09  |  Train Loss: 1.968 | Train Acc: 16.30  |  Val Loss: 1.824 | Val Acc: 32.05  |  Test Loss: 1.847 | Tes Acc: 26.50
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.998 | Train Acc: 15.93  |  Val Loss: 1.870 | Val Acc: 21.79  |  Test Loss: 1.888 | Tes Acc: 19.66
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.979 | Train Acc: 18.13  |  Val Loss: 1.840 | Val Acc: 25.00  |  Test Loss: 1.840 | Tes Acc: 22.65
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.967 | Train Acc: 17.22  |  Val Loss: 1.842 | Val Acc: 25.64  |  Test Loss: 1.854 | Tes Acc: 23.93
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 1.996 | Train Acc: 17.40  |  Val Loss: 1.860 | Val Acc: 17.95  |  Test Loss: 1.873 | Tes Acc: 27.78
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 1.989 | Train Acc: 19.78  |  Val Loss: 1.851 | Val Acc: 30.77  |  Test Loss: 1.871 | Tes Acc: 24.79
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 1.962 | Train Acc: 17.58  |  Val Loss: 1.866 | Val Acc: 28.85  |  Test Loss: 1.886 | Tes Acc: 23.93
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 1.971 | Train Acc: 17.03  |  Val Loss: 1.860 | Val Acc: 23.72  |  Test Loss: 1.890 | Tes Acc: 23.93
INFO >> Epoch: 1  |  Layer: 17  |  Train Loss: 1.978 | Train Acc: 20.33  |  Val Loss: 1.862 | Val Acc: 29.49  |  Test Loss: 1.881 | Tes Acc: 24.36
INFO >> Epoch: 1  |  Layer: 18  |  Train Loss: 1.979 | Train Acc: 16.85  |  Val Loss: 1.852 | Val Acc: 24.36  |  Test Loss: 1.868 | Tes Acc: 23.93
INFO >> Epoch: 1  |  Layer: 19  |  Train Loss: 1.972 | Train Acc: 18.13  |  Val Loss: 1.859 | Val Acc: 18.59  |  Test Loss: 1.859 | Tes Acc: 19.66
INFO >> Epoch: 1  |  Layer: 20  |  Train Loss: 1.979 | Train Acc: 17.22  |  Val Loss: 1.804 | Val Acc: 28.85  |  Test Loss: 1.842 | Tes Acc: 28.63
INFO >> Epoch: 1  |  Layer: 21  |  Train Loss: 1.987 | Train Acc: 18.13  |  Val Loss: 1.892 | Val Acc: 25.64  |  Test Loss: 1.903 | Tes Acc: 23.50
INFO >> Epoch: 1  |  Layer: 22  |  Train Loss: 2.005 | Train Acc: 15.38  |  Val Loss: 1.845 | Val Acc: 30.77  |  Test Loss: 1.876 | Tes Acc: 22.22
INFO >> Epoch: 1  |  Layer: 23  |  Train Loss: 1.962 | Train Acc: 18.32  |  Val Loss: 1.848 | Val Acc: 22.44  |  Test Loss: 1.871 | Tes Acc: 23.93
INFO >> Epoch: 1  |  Layer: 24  |  Train Loss: 2.021 | Train Acc: 19.96  |  Val Loss: 1.923 | Val Acc: 22.44  |  Test Loss: 1.967 | Tes Acc: 18.80
INFO >> Epoch: 1  |  Layer: 25  |  Train Loss: 2.143 | Train Acc: 17.77  |  Val Loss: 1.921 | Val Acc: 27.56  |  Test Loss: 1.927 | Tes Acc: 22.65

INFO >> Epoch: 2  |  Layer: 01  |  Train Loss: 1.931 | Train Acc: 16.67  |  Val Loss: 1.851 | Val Acc: 21.15  |  Test Loss: 1.873 | Tes Acc: 26.07
INFO >> Epoch: 2  |  Layer: 02  |  Train Loss: 1.869 | Train Acc: 24.54  |  Val Loss: 1.779 | Val Acc: 30.77  |  Test Loss: 1.823 | Tes Acc: 26.50
INFO >> Epoch: 2  |  Layer: 03  |  Train Loss: 1.852 | Train Acc: 23.63  |  Val Loss: 1.764 | Val Acc: 35.26  |  Test Loss: 1.805 | Tes Acc: 32.91
INFO >> Epoch: 2  |  Layer: 04  |  Train Loss: 1.864 | Train Acc: 22.34  |  Val Loss: 1.764 | Val Acc: 31.41  |  Test Loss: 1.812 | Tes Acc: 31.62
INFO >> Epoch: 2  |  Layer: 05  |  Train Loss: 1.842 | Train Acc: 24.73  |  Val Loss: 1.768 | Val Acc: 33.33  |  Test Loss: 1.797 | Tes Acc: 27.78
INFO >> Epoch: 2  |  Layer: 06  |  Train Loss: 1.899 | Train Acc: 19.05  |  Val Loss: 1.823 | Val Acc: 31.41  |  Test Loss: 1.856 | Tes Acc: 24.79
INFO >> Epoch: 2  |  Layer: 07  |  Train Loss: 1.840 | Train Acc: 23.44  |  Val Loss: 1.762 | Val Acc: 28.85  |  Test Loss: 1.811 | Tes Acc: 27.35
INFO >> Epoch: 2  |  Layer: 08  |  Train Loss: 1.850 | Train Acc: 23.99  |  Val Loss: 1.753 | Val Acc: 29.49  |  Test Loss: 1.825 | Tes Acc: 31.62
INFO >> Epoch: 2  |  Layer: 09  |  Train Loss: 1.899 | Train Acc: 20.70  |  Val Loss: 1.799 | Val Acc: 30.13  |  Test Loss: 1.850 | Tes Acc: 25.64
INFO >> Epoch: 2  |  Layer: 10  |  Train Loss: 1.863 | Train Acc: 23.44  |  Val Loss: 1.801 | Val Acc: 30.77  |  Test Loss: 1.837 | Tes Acc: 24.36
INFO >> Epoch: 2  |  Layer: 11  |  Train Loss: 1.856 | Train Acc: 26.01  |  Val Loss: 1.781 | Val Acc: 32.05  |  Test Loss: 1.810 | Tes Acc: 30.77
INFO >> Epoch: 2  |  Layer: 12  |  Train Loss: 1.855 | Train Acc: 24.54  |  Val Loss: 1.753 | Val Acc: 30.13  |  Test Loss: 1.811 | Tes Acc: 29.49
INFO >> Epoch: 2  |  Layer: 13  |  Train Loss: 1.868 | Train Acc: 26.01  |  Val Loss: 1.794 | Val Acc: 37.82  |  Test Loss: 1.825 | Tes Acc: 29.06
INFO >> Epoch: 2  |  Layer: 14  |  Train Loss: 1.881 | Train Acc: 23.08  |  Val Loss: 1.806 | Val Acc: 32.05  |  Test Loss: 1.838 | Tes Acc: 27.35
INFO >> Epoch: 2  |  Layer: 15  |  Train Loss: 1.857 | Train Acc: 22.53  |  Val Loss: 1.792 | Val Acc: 26.92  |  Test Loss: 1.815 | Tes Acc: 27.78
INFO >> Epoch: 2  |  Layer: 16  |  Train Loss: 1.867 | Train Acc: 22.71  |  Val Loss: 1.812 | Val Acc: 24.36  |  Test Loss: 1.850 | Tes Acc: 23.50
INFO >> Epoch: 2  |  Layer: 17  |  Train Loss: 1.872 | Train Acc: 25.46  |  Val Loss: 1.789 | Val Acc: 28.21  |  Test Loss: 1.832 | Tes Acc: 22.22
INFO >> Epoch: 2  |  Layer: 18  |  Train Loss: 1.894 | Train Acc: 20.88  |  Val Loss: 1.791 | Val Acc: 35.90  |  Test Loss: 1.830 | Tes Acc: 26.50
INFO >> Epoch: 2  |  Layer: 19  |  Train Loss: 1.867 | Train Acc: 21.61  |  Val Loss: 1.794 | Val Acc: 34.62  |  Test Loss: 1.800 | Tes Acc: 24.36
INFO >> Epoch: 2  |  Layer: 20  |  Train Loss: 1.880 | Train Acc: 21.43  |  Val Loss: 1.789 | Val Acc: 30.77  |  Test Loss: 1.844 | Tes Acc: 25.64
INFO >> Epoch: 2  |  Layer: 21  |  Train Loss: 1.875 | Train Acc: 23.99  |  Val Loss: 1.797 | Val Acc: 21.15  |  Test Loss: 1.847 | Tes Acc: 19.66
INFO >> Epoch: 2  |  Layer: 22  |  Train Loss: 1.884 | Train Acc: 22.71  |  Val Loss: 1.771 | Val Acc: 29.49  |  Test Loss: 1.823 | Tes Acc: 26.50
