
--------------------------------------------------
Multilingual SER System v1.5
--------------------------------------------------
Run Name      : Run1
Fx Model      : HUBERT_LARGE
Clf Model     : CM_PROBING_DENSE
Extract Mode  : gpu_memory
Dataset       : ShEMO
Device        : gpu
Epochs        : 30
Num Workers   : 3
Data Dir      : ./data
History Dir   : ./history
Weights Dir   : ./weights
Log Level     : debug
Purge Cache   : False
Job Name      : Job124
Job Id        : 31668470
GPU           : Quadro RTX 8000
GPU Count     : 1
GPU Memory    : 44.49 GB

Timestamp : 2023-04-06 09:40:52.366268

INFO >> Running on CUDA


INFO >> Training Classifier

INFO >> Epoch: 1  |  Layer: 01  |  Train Loss: 1.406 | Train Acc: 46.09  |  Val Loss: 1.269 | Val Acc: 54.48  |  Test Loss: 1.047 | Tes Acc: 68.82
INFO >> Epoch: 1  |  Layer: 02  |  Train Loss: 1.337 | Train Acc: 49.13  |  Val Loss: 1.171 | Val Acc: 58.24  |  Test Loss: 0.930 | Tes Acc: 71.51
INFO >> Epoch: 1  |  Layer: 03  |  Train Loss: 1.286 | Train Acc: 52.75  |  Val Loss: 1.143 | Val Acc: 53.58  |  Test Loss: 0.820 | Tes Acc: 70.97
INFO >> Epoch: 1  |  Layer: 04  |  Train Loss: 1.289 | Train Acc: 51.69  |  Val Loss: 1.079 | Val Acc: 60.22  |  Test Loss: 0.769 | Tes Acc: 72.58
INFO >> Epoch: 1  |  Layer: 05  |  Train Loss: 1.271 | Train Acc: 52.95  |  Val Loss: 1.080 | Val Acc: 60.04  |  Test Loss: 0.701 | Tes Acc: 73.92
INFO >> Epoch: 1  |  Layer: 06  |  Train Loss: 1.210 | Train Acc: 56.76  |  Val Loss: 1.036 | Val Acc: 62.72  |  Test Loss: 0.647 | Tes Acc: 77.69
INFO >> Epoch: 1  |  Layer: 07  |  Train Loss: 1.189 | Train Acc: 57.68  |  Val Loss: 1.020 | Val Acc: 63.26  |  Test Loss: 0.640 | Tes Acc: 77.42
INFO >> Epoch: 1  |  Layer: 08  |  Train Loss: 1.193 | Train Acc: 55.99  |  Val Loss: 0.985 | Val Acc: 65.05  |  Test Loss: 0.628 | Tes Acc: 78.49
INFO >> Epoch: 1  |  Layer: 09  |  Train Loss: 1.184 | Train Acc: 57.54  |  Val Loss: 0.988 | Val Acc: 65.59  |  Test Loss: 0.613 | Tes Acc: 79.30
INFO >> Epoch: 1  |  Layer: 10  |  Train Loss: 1.208 | Train Acc: 55.75  |  Val Loss: 0.991 | Val Acc: 64.34  |  Test Loss: 0.623 | Tes Acc: 78.23
INFO >> Epoch: 1  |  Layer: 11  |  Train Loss: 1.196 | Train Acc: 56.09  |  Val Loss: 0.963 | Val Acc: 64.87  |  Test Loss: 0.605 | Tes Acc: 78.76
INFO >> Epoch: 1  |  Layer: 12  |  Train Loss: 1.181 | Train Acc: 58.12  |  Val Loss: 0.966 | Val Acc: 66.49  |  Test Loss: 0.597 | Tes Acc: 79.57
INFO >> Epoch: 1  |  Layer: 13  |  Train Loss: 1.184 | Train Acc: 56.62  |  Val Loss: 0.861 | Val Acc: 73.12  |  Test Loss: 0.576 | Tes Acc: 83.87
INFO >> Epoch: 1  |  Layer: 14  |  Train Loss: 1.179 | Train Acc: 56.47  |  Val Loss: 0.852 | Val Acc: 71.51  |  Test Loss: 0.538 | Tes Acc: 83.87
INFO >> Epoch: 1  |  Layer: 15  |  Train Loss: 1.184 | Train Acc: 55.17  |  Val Loss: 0.899 | Val Acc: 68.28  |  Test Loss: 0.549 | Tes Acc: 80.91
INFO >> Epoch: 1  |  Layer: 16  |  Train Loss: 1.185 | Train Acc: 56.28  |  Val Loss: 0.933 | Val Acc: 65.05  |  Test Loss: 0.595 | Tes Acc: 79.03
